VehicleCount,Density,Stopped,WrongParked,EstSpeed,Lanes,RoadWidth,HasMedian,IsDivided,CarRatio,BikeRatio,BusRatio,TruckRatio,VehicleMix,Pedestrians,NMVCount,Signals,PeakHour,TimeOfDayCode,WeatherImpact,WeatherCode,CityTypeCode,RoadTypeCode,RoadTypeName,LaneDisciplineCode,PolicySens_OneWay,PolicySens_NoParking,PolicySens_PeakRestr,CongestionScore
18.6,9.33,1.8,1.0,31.3,2,7.0,1.0,0.0,0.291,0.135,0.093,0.481,0.709,6.5,2.5,0,1.0,2,0.0,0,0,7,industrial_road,0.455,0.413,0.524,0.665,52.01
37.0,9.12,4.9,3.5,16.5,4,14.0,0.0,0.0,0.367,0.125,0.092,0.416,0.633,3.6,4.6,1,1.0,2,0.0,0,0,7,industrial_road,0.351,0.388,0.589,0.629,81.38
2.4,0.62,0.3,0.2,14.1,4,14.0,0.0,1.0,0.461,0.07,0.088,0.38,0.539,5.8,0.2,1,0.0,0,1.0,2,4,7,industrial_road,0.209,0.388,0.637,0.713,55.7
10.7,5.24,2.4,0.4,14.1,2,7.0,0.0,0.0,0.312,0.053,0.092,0.543,0.688,1.0,0.6,2,1.0,3,0.0,0,3,7,industrial_road,0.277,0.341,0.508,0.633,56.57
13.6,3.43,0.8,0.4,47.1,4,14.0,0.0,0.0,0.307,0.134,0.114,0.445,0.693,5.4,1.8,1,0.2,1,0.0,0,2,7,industrial_road,0.41,0.393,0.609,0.706,33.23
4.0,0.98,0.2,0.5,26.8,4,14.0,1.0,0.0,0.354,0.089,0.072,0.485,0.646,3.0,0.3,0,0.0,0,0.5,1,3,7,industrial_road,0.422,0.381,0.475,0.617,35.62
18.6,6.21,1.6,1.8,14.9,3,10.5,0.0,0.0,0.428,0.079,0.074,0.418,0.572,5.5,1.5,2,1.0,2,0.0,0,2,7,industrial_road,0.447,0.413,0.609,0.72,60.75
13.8,4.43,1.1,0.5,34.8,3,10.5,0.0,0.0,0.336,0.132,0.053,0.479,0.664,5.6,1.8,2,0.2,1,0.0,0,4,7,industrial_road,0.337,0.379,0.641,0.603,42.45
29.0,7.42,2.7,2.0,18.2,4,14.0,0.0,1.0,0.363,0.106,0.122,0.409,0.637,5.7,3.1,0,1.0,3,0.0,0,1,7,industrial_road,0.206,0.435,0.522,0.589,63.56
14.0,3.4,0.9,0.3,38.7,4,14.0,0.0,0.0,0.348,0.093,0.099,0.46,0.652,3.8,1.3,0,0.2,1,0.0,0,2,7,industrial_road,0.355,0.511,0.618,0.772,33.71
49.1,16.39,7.6,3.0,15.7,3,10.5,0.0,0.0,0.503,0.056,0.106,0.336,0.497,3.0,2.7,2,1.0,3,0.0,0,4,7,industrial_road,0.381,0.276,0.539,0.641,100.0
31.3,10.57,4.4,0.7,15.6,3,10.5,0.0,1.0,0.344,0.119,0.098,0.44,0.656,7.0,3.8,2,1.0,2,0.0,0,1,7,industrial_road,0.224,0.302,0.51,0.738,80.44
39.2,13.33,5.1,3.1,15.7,3,10.5,0.0,0.0,0.299,0.076,0.119,0.506,0.701,7.7,3.0,0,1.0,3,0.5,1,1,7,industrial_road,0.415,0.374,0.628,0.67,100.0
8.0,2.63,0.4,0.4,48.1,3,10.5,0.0,0.0,0.497,0.076,0.079,0.349,0.503,1.1,0.6,1,0.2,1,0.0,0,4,7,industrial_road,0.37,0.424,0.729,0.655,27.91
18.4,8.84,3.7,0.8,26.2,2,7.0,0.0,0.0,0.316,0.073,0.095,0.515,0.684,2.7,1.3,2,1.0,3,0.0,0,1,7,industrial_road,0.228,0.457,0.514,0.593,66.71
16.5,5.6,0.9,0.4,40.1,3,10.5,0.0,1.0,0.365,0.061,0.071,0.503,0.635,6.7,1.0,2,0.2,1,0.0,0,1,7,industrial_road,0.41,0.378,0.656,0.686,43.01
18.8,9.35,1.6,1.2,31.7,2,7.0,1.0,0.0,0.406,0.062,0.07,0.462,0.594,2.2,1.2,0,1.0,2,0.0,0,2,7,industrial_road,0.336,0.47,0.605,0.562,51.09
18.0,4.62,3.2,1.5,18.6,4,14.0,0.0,0.0,0.364,0.106,0.078,0.452,0.636,4.4,2.0,1,1.0,2,0.5,1,2,7,industrial_road,0.344,0.372,0.634,0.677,74.02
19.6,4.96,2.1,0.6,50.9,4,14.0,0.0,0.0,0.37,0.104,0.081,0.444,0.63,3.9,2.1,0,0.2,1,0.0,0,4,7,industrial_road,0.267,0.439,0.574,0.577,40.25
4.9,2.5,0.1,0.3,26.4,2,7.0,0.0,0.0,0.412,0.094,0.085,0.409,0.588,3.3,0.5,0,0.2,1,0.0,0,3,7,industrial_road,0.416,0.428,0.665,0.588,30.81
40.5,19.76,3.6,3.9,12.4,2,7.0,0.0,1.0,0.354,0.107,0.12,0.418,0.646,3.4,4.2,1,1.0,3,0.0,0,1,7,industrial_road,0.383,0.578,0.668,0.615,97.71
46.5,16.38,9.9,3.0,16.2,3,10.5,0.0,1.0,0.378,0.119,0.066,0.437,0.622,9.5,5.8,2,1.0,2,0.0,0,0,7,industrial_road,0.424,0.48,0.535,0.68,100.0
17.4,9.12,2.5,1.0,27.9,2,7.0,0.0,0.0,0.414,0.125,0.061,0.4,0.586,3.2,2.3,0,1.0,2,0.0,0,3,7,industrial_road,0.311,0.427,0.66,0.72,54.48
1.9,0.47,0.2,0.2,18.7,4,14.0,0.0,1.0,0.394,0.067,0.119,0.419,0.606,7.7,0.1,0,0.0,0,1.0,2,1,7,industrial_road,0.377,0.395,0.571,0.727,46.08
21.7,7.23,4.0,2.2,20.4,3,10.5,0.0,0.0,0.376,0.079,0.092,0.453,0.624,2.9,1.7,0,1.0,2,0.5,1,1,7,industrial_road,0.218,0.369,0.567,0.622,79.82
18.8,4.57,3.5,1.2,19.9,4,14.0,0.0,0.0,0.34,0.125,0.088,0.447,0.66,4.5,2.3,1,1.0,2,0.0,0,0,7,industrial_road,0.391,0.378,0.554,0.676,56.58
20.4,9.9,2.2,1.3,27.9,2,7.0,0.0,0.0,0.427,0.093,0.102,0.378,0.573,2.1,1.8,2,1.0,2,0.0,0,3,7,industrial_road,0.384,0.393,0.585,0.643,63.94
45.3,14.73,10.8,3.4,21.7,3,10.5,1.0,0.0,0.331,0.105,0.12,0.443,0.669,9.9,4.6,2,1.0,2,0.5,1,0,7,industrial_road,0.364,0.397,0.563,0.643,100.0
20.6,10.71,2.3,1.2,24.9,2,7.0,0.0,0.0,0.397,0.104,0.087,0.412,0.603,5.4,2.2,0,0.2,1,0.0,0,1,7,industrial_road,0.262,0.404,0.747,0.715,60.04
11.1,3.69,0.7,1.1,21.7,3,10.5,0.0,0.0,0.408,0.118,0.125,0.349,0.592,1.9,1.3,1,1.0,2,0.0,0,4,7,industrial_road,0.211,0.479,0.636,0.61,45.26
25.2,8.51,4.1,2.4,16.0,3,10.5,0.0,0.0,0.411,0.111,0.07,0.408,0.589,2.0,2.8,1,1.0,2,0.0,0,2,7,industrial_road,0.277,0.415,0.59,0.658,70.51
13.8,6.84,2.6,0.8,19.1,2,7.0,1.0,1.0,0.352,0.105,0.088,0.455,0.648,2.3,1.4,0,1.0,2,0.5,1,3,7,industrial_road,0.354,0.349,0.547,0.649,65.69
13.5,4.36,1.4,0.6,27.9,3,10.5,0.0,0.0,0.408,0.062,0.098,0.432,0.592,5.9,0.8,0,0.2,1,0.0,0,3,7,industrial_road,0.394,0.423,0.663,0.729,39.75
19.6,5.03,1.1,1.9,17.6,4,14.0,0.0,0.0,0.435,0.146,0.09,0.329,0.565,2.3,2.9,2,1.0,3,0.0,0,2,7,industrial_road,0.434,0.465,0.597,0.67,57.65
3.7,0.93,0.3,0.4,35.9,4,14.0,0.0,0.0,0.436,0.095,0.122,0.347,0.564,3.9,0.4,0,0.0,0,0.0,0,3,7,industrial_road,0.416,0.47,0.665,0.672,24.67
11.8,4.02,5.3,2.0,12.1,3,10.5,0.0,0.0,0.429,0.089,0.055,0.427,0.571,3.4,1.1,0,1.0,3,1.0,2,1,7,industrial_road,0.216,0.488,0.612,0.543,93.44
24.0,12.47,2.8,0.9,32.0,2,7.0,0.0,1.0,0.359,0.147,0.085,0.41,0.641,6.9,3.7,1,0.2,1,0.0,0,0,7,industrial_road,0.269,0.43,0.561,0.66,66.13
23.7,5.7,1.9,0.6,27.1,4,14.0,0.0,0.0,0.461,0.082,0.07,0.387,0.539,11.2,1.9,2,0.2,1,0.0,0,0,7,industrial_road,0.409,0.452,0.558,0.695,53.29
7.4,2.6,0.7,0.3,8.1,3,10.5,0.0,0.0,0.286,0.133,0.108,0.473,0.714,1.0,1.0,1,1.0,3,1.0,2,2,7,industrial_road,0.254,0.452,0.513,0.766,70.87
3.9,1.35,0.5,0.3,35.6,3,10.5,1.0,1.0,0.369,0.061,0.064,0.507,0.631,1.4,0.2,0,0.2,1,0.5,1,2,7,industrial_road,0.267,0.38,0.611,0.582,35.17
2.1,0.52,0.1,0.1,32.0,4,14.0,0.0,0.0,0.503,0.055,0.089,0.354,0.497,5.2,0.1,2,0.0,0,0.5,1,2,7,industrial_road,0.36,0.463,0.636,0.561,37.64
7.5,2.48,0.3,0.4,54.0,3,10.5,0.0,1.0,0.372,0.126,0.089,0.412,0.628,9.9,0.9,2,0.2,1,0.0,0,0,7,industrial_road,0.459,0.35,0.719,0.628,28.94
29.6,9.66,2.8,2.9,19.2,3,10.5,0.0,0.0,0.304,0.084,0.062,0.55,0.696,1.3,2.4,2,1.0,2,0.5,1,4,7,industrial_road,0.227,0.463,0.677,0.604,98.15
23.4,11.3,6.1,1.0,14.4,2,7.0,0.0,1.0,0.461,0.085,0.07,0.383,0.539,3.0,1.9,2,1.0,2,1.0,2,4,7,industrial_road,0.338,0.449,0.607,0.779,100.0
16.8,5.5,1.4,1.2,28.4,3,10.5,0.0,0.0,0.355,0.14,0.111,0.394,0.645,1.3,2.3,2,1.0,2,0.0,0,2,7,industrial_road,0.376,0.45,0.634,0.639,53.17
15.9,5.49,1.5,0.6,52.2,3,10.5,0.0,1.0,0.355,0.145,0.112,0.389,0.645,2.2,2.4,0,0.2,1,0.0,0,3,7,industrial_road,0.151,0.349,0.633,0.638,38.31
2.7,0.65,0.1,0.1,44.0,4,14.0,0.0,0.0,0.449,0.103,0.106,0.342,0.551,2.6,0.3,0,0.0,0,0.0,0,4,7,industrial_road,0.277,0.336,0.594,0.677,21.5
9.7,3.15,1.2,1.0,21.5,3,10.5,0.0,1.0,0.398,0.116,0.06,0.426,0.602,6.3,1.1,2,0.2,1,0.5,1,4,7,industrial_road,0.335,0.38,0.6,0.75,57.73
19.7,6.37,1.3,0.9,43.9,3,10.5,0.0,0.0,0.42,0.114,0.067,0.399,0.58,1.6,2.2,0,0.2,1,0.0,0,1,7,industrial_road,0.191,0.509,0.682,0.656,42.73
4.2,1.46,0.2,0.2,63.9,3,10.5,1.0,0.0,0.498,0.129,0.058,0.315,0.502,4.3,0.6,1,0.0,0,0.0,0,3,7,industrial_road,0.507,0.248,0.559,0.678,18.15
10.8,2.83,1.0,1.0,18.9,4,14.0,0.0,0.0,0.437,0.071,0.109,0.383,0.563,2.9,0.8,0,1.0,3,0.5,1,1,7,industrial_road,0.267,0.369,0.492,0.681,52.42
5.1,2.44,0.6,0.3,30.1,2,7.0,0.0,0.0,0.335,0.108,0.1,0.458,0.665,5.3,0.5,0,0.2,1,0.0,0,3,7,industrial_road,0.482,0.483,0.664,0.746,30.82
49.7,11.8,5.0,3.4,17.3,4,14.0,0.0,0.0,0.414,0.084,0.11,0.392,0.586,3.1,4.0,0,1.0,3,0.0,0,4,7,industrial_road,0.292,0.398,0.601,0.662,85.21
23.5,5.69,4.4,1.9,15.5,4,14.0,1.0,0.0,0.339,0.111,0.089,0.461,0.661,4.8,2.5,1,1.0,3,0.0,0,3,7,industrial_road,0.43,0.457,0.616,0.626,65.34
9.9,3.23,1.3,0.3,24.6,3,10.5,0.0,0.0,0.444,0.132,0.069,0.355,0.556,3.2,1.3,1,0.2,1,0.5,1,4,7,industrial_road,0.328,0.401,0.637,0.772,52.28
6.0,2.94,0.5,0.2,30.2,2,7.0,1.0,0.0,0.471,0.124,0.061,0.343,0.529,3.7,0.7,2,0.2,1,0.0,0,2,7,industrial_road,0.359,0.406,0.644,0.691,37.16
12.9,6.72,1.5,0.9,36.4,2,7.0,0.0,0.0,0.355,0.1,0.118,0.426,0.645,3.3,1.3,0,0.2,1,0.0,0,4,7,industrial_road,0.134,0.383,0.677,0.617,44.8
35.6,17.87,3.7,2.0,22.7,2,7.0,0.0,0.0,0.37,0.07,0.116,0.444,0.63,2.9,2.5,1,1.0,2,0.0,0,4,7,industrial_road,0.413,0.425,0.638,0.616,84.97
8.4,2.09,1.3,0.3,26.1,4,14.0,0.0,0.0,0.364,0.105,0.077,0.453,0.636,3.0,0.9,1,1.0,2,0.0,0,2,7,industrial_road,0.266,0.327,0.57,0.629,39.6
5.4,2.79,0.2,0.2,40.3,2,7.0,0.0,0.0,0.441,0.077,0.072,0.41,0.559,3.5,0.4,0,0.0,0,0.5,1,4,7,industrial_road,0.302,0.523,0.531,0.605,36.81
22.2,7.47,4.1,1.9,17.7,3,10.5,0.0,0.0,0.435,0.085,0.074,0.406,0.565,2.8,1.9,2,1.0,3,0.0,0,3,7,industrial_road,0.354,0.292,0.63,0.612,69.78
10.4,3.52,1.0,0.4,22.9,3,10.5,0.0,1.0,0.336,0.059,0.102,0.503,0.664,1.0,0.6,0,1.0,2,0.0,0,2,7,industrial_road,0.298,0.432,0.549,0.595,38.33
22.2,7.46,2.3,2.1,25.1,3,10.5,0.0,0.0,0.407,0.057,0.092,0.444,0.593,6.9,1.3,0,1.0,2,0.0,0,1,7,industrial_road,0.258,0.416,0.696,0.61,56.83
28.0,8.98,2.2,0.9,53.4,3,10.5,0.0,0.0,0.424,0.098,0.094,0.384,0.576,3.2,2.6,0,0.2,1,0.0,0,0,7,industrial_road,0.297,0.348,0.624,0.721,48.25
20.9,5.19,4.4,1.8,14.1,4,14.0,0.0,1.0,0.454,0.052,0.079,0.415,0.546,5.0,1.1,0,1.0,2,0.0,0,2,7,industrial_road,0.273,0.334,0.623,0.594,59.66
4.9,2.36,0.2,0.3,38.2,2,7.0,0.0,0.0,0.416,0.072,0.058,0.454,0.584,6.6,0.3,2,0.0,0,0.0,0,4,7,industrial_road,0.224,0.404,0.61,0.673,34.5
22.2,6.96,0.9,1.9,42.0,3,10.5,0.0,1.0,0.412,0.122,0.071,0.396,0.588,2.1,2.5,1,0.2,1,0.0,0,1,7,industrial_road,0.244,0.468,0.497,0.648,47.93
18.6,9.4,2.8,0.8,38.9,2,7.0,0.0,0.0,0.399,0.096,0.076,0.429,0.601,3.8,1.8,1,0.2,1,0.5,1,4,7,industrial_road,0.409,0.412,0.588,0.645,69.4
16.9,4.26,1.7,1.1,29.9,4,14.0,0.0,0.0,0.505,0.064,0.093,0.338,0.495,1.5,1.1,0,0.2,1,0.0,0,3,7,industrial_road,0.335,0.425,0.653,0.68,43.2
22.4,7.5,3.8,1.5,23.2,3,10.5,0.0,1.0,0.337,0.071,0.116,0.476,0.663,5.2,1.6,1,1.0,2,0.0,0,2,7,industrial_road,0.465,0.424,0.633,0.673,62.48
17.1,8.65,3.6,1.9,16.3,2,7.0,0.0,0.0,0.442,0.076,0.07,0.412,0.558,5.1,1.3,0,1.0,2,0.5,1,2,7,industrial_road,0.359,0.399,0.619,0.534,79.88
23.5,5.83,4.3,1.3,24.2,4,14.0,0.0,0.0,0.453,0.108,0.074,0.365,0.547,2.0,2.5,1,1.0,3,0.0,0,3,7,industrial_road,0.374,0.416,0.635,0.659,60.91
2.5,0.66,0.2,0.1,50.0,4,14.0,1.0,0.0,0.346,0.1,0.069,0.486,0.654,7.3,0.3,1,0.0,0,0.0,0,0,7,industrial_road,0.39,0.379,0.581,0.761,22.32
1.6,0.44,0.1,0.0,25.6,4,14.0,1.0,0.0,0.343,0.131,0.11,0.416,0.657,3.6,0.2,0,0.0,0,0.0,0,3,7,industrial_road,0.238,0.37,0.571,0.659,26.5
44.4,11.3,9.4,4.7,25.7,4,14.0,0.0,0.0,0.359,0.091,0.083,0.466,0.641,3.1,4.1,0,1.0,3,0.0,0,1,7,industrial_road,0.218,0.399,0.611,0.618,93.79
22.2,10.95,1.1,0.5,19.8,2,7.0,0.0,1.0,0.358,0.113,0.074,0.454,0.642,6.4,2.5,2,1.0,2,0.0,0,1,7,industrial_road,0.343,0.408,0.579,0.55,66.74
1.1,0.58,0.1,0.2,14.7,2,7.0,0.0,0.0,0.367,0.123,0.052,0.458,0.633,1.0,0.1,1,0.0,0,1.0,2,2,7,industrial_road,0.394,0.435,0.592,0.635,49.89
11.4,2.85,0.7,1.0,18.1,4,14.0,0.0,1.0,0.417,0.133,0.093,0.356,0.583,1.5,1.5,1,0.2,1,0.5,1,3,7,industrial_road,0.223,0.342,0.61,0.591,55.93
43.7,13.87,2.6,2.3,24.2,3,10.5,0.0,0.0,0.404,0.079,0.077,0.441,0.596,2.9,3.3,0,1.0,2,0.0,0,4,7,industrial_road,0.286,0.392,0.56,0.615,74.45
3.4,1.1,0.2,0.2,45.1,3,10.5,1.0,0.0,0.448,0.1,0.061,0.391,0.552,7.9,0.3,1,0.0,0,0.0,0,0,7,industrial_road,0.358,0.446,0.656,0.691,24.44
12.5,3.97,1.9,0.9,32.0,3,10.5,0.0,0.0,0.469,0.07,0.119,0.342,0.531,2.8,0.8,0,1.0,2,0.0,0,2,7,industrial_road,0.165,0.461,0.596,0.631,41.5
53.8,25.61,6.9,3.0,31.6,2,7.0,0.0,0.0,0.37,0.096,0.064,0.469,0.63,7.3,4.9,1,1.0,2,0.0,0,0,7,industrial_road,0.426,0.478,0.575,0.632,100.0
18.9,6.92,7.3,3.6,10.2,3,10.5,0.0,0.0,0.742,0.104,0.114,0.04,0.258,81.4,2.2,0,0.2,1,0.0,0,0,8,school_zone,0.236,0.748,0.921,0.484,86.63
10.6,10.76,3.0,2.3,8.7,1,3.5,0.0,0.0,0.704,0.142,0.13,0.024,0.296,25.9,1.5,0,0.2,1,0.5,1,4,8,school_zone,0.239,0.78,0.881,0.454,96.9
5.5,2.75,1.4,1.1,13.3,2,7.0,0.0,0.0,0.63,0.096,0.233,0.041,0.37,52.3,0.5,3,0.2,1,0.0,0,1,8,school_zone,0.141,0.808,0.847,0.215,69.31
13.0,6.26,4.2,1.9,16.4,2,7.0,0.0,0.0,0.691,0.114,0.181,0.014,0.309,41.7,1.4,1,0.2,1,0.0,0,1,8,school_zone,0.0,0.715,0.927,0.42,78.89
27.5,12.75,10.1,5.8,7.0,2,7.0,0.0,0.0,0.717,0.123,0.123,0.037,0.283,49.1,3.1,3,1.0,2,0.0,0,1,8,school_zone,0.188,0.718,0.94,0.365,100.0
9.2,3.16,3.5,2.2,7.7,3,10.5,0.0,0.0,0.598,0.233,0.131,0.039,0.402,18.5,2.2,0,0.2,1,0.5,1,4,8,school_zone,0.183,0.888,0.846,0.379,73.11
13.3,13.29,4.2,4.1,9.1,1,3.5,0.0,0.0,0.659,0.103,0.205,0.033,0.341,46.8,1.4,2,1.0,2,0.5,1,3,8,school_zone,0.269,0.762,0.939,0.443,100.0
27.3,28.17,8.5,6.5,9.4,1,3.5,0.0,0.0,0.73,0.068,0.153,0.049,0.27,26.9,1.9,3,1.0,3,0.0,0,4,8,school_zone,0.168,0.721,0.881,0.357,100.0
17.8,6.06,6.1,4.2,19.0,3,10.5,0.0,0.0,0.601,0.175,0.198,0.026,0.399,63.2,3.2,2,0.2,1,0.0,0,0,8,school_zone,0.286,0.712,0.945,0.25,82.09
6.1,6.07,3.3,1.4,8.5,1,3.5,0.0,0.0,0.687,0.125,0.174,0.014,0.313,51.6,0.8,3,0.2,1,1.0,2,0,8,school_zone,0.248,0.708,0.934,0.356,100.0
12.2,3.97,4.6,3.2,8.1,3,10.5,0.0,0.0,0.626,0.118,0.207,0.05,0.374,29.7,1.4,3,1.0,2,0.5,1,2,8,school_zone,0.187,0.818,0.891,0.431,100.0
4.6,2.33,1.3,0.6,9.8,2,7.0,0.0,0.0,0.739,0.055,0.171,0.035,0.261,27.1,0.3,2,0.2,1,0.5,1,2,8,school_zone,0.063,0.75,0.909,0.387,74.71
11.1,3.85,13.7,2.7,5.8,3,10.5,0.0,0.0,0.6,0.178,0.18,0.043,0.4,33.1,2.1,1,1.0,3,0.5,1,2,8,school_zone,0.173,0.702,0.839,0.471,100.0
10.8,10.69,3.4,2.1,10.4,1,3.5,0.0,0.0,0.735,0.081,0.173,0.011,0.265,53.6,0.9,3,0.2,1,0.0,0,1,8,school_zone,0.123,0.685,0.909,0.511,91.45
9.8,3.27,5.3,2.2,6.8,3,10.5,0.0,0.0,0.593,0.155,0.209,0.044,0.407,53.6,1.5,0,1.0,2,0.0,0,4,8,school_zone,0.161,0.762,0.924,0.388,66.15
15.6,5.23,3.5,2.5,13.3,3,10.5,0.0,0.0,0.671,0.145,0.156,0.028,0.329,23.4,2.3,3,1.0,2,0.0,0,4,8,school_zone,0.196,0.814,0.893,0.433,75.22
2.8,1.39,0.6,0.8,6.7,2,7.0,0.0,0.0,0.735,0.112,0.118,0.036,0.265,34.2,0.3,3,0.0,0,1.0,2,0,8,school_zone,0.292,0.782,0.902,0.399,92.56
4.5,4.74,1.3,0.7,10.8,1,3.5,0.0,0.0,0.64,0.13,0.202,0.029,0.36,15.2,0.6,3,0.2,1,0.0,0,2,8,school_zone,0.218,0.779,0.972,0.354,56.57
36.4,17.98,14.3,10.0,10.3,2,7.0,0.0,0.0,0.643,0.066,0.247,0.044,0.357,31.1,2.4,1,1.0,2,0.0,0,0,8,school_zone,0.109,0.716,0.923,0.478,100.0
2.1,1.06,0.5,0.8,6.6,2,7.0,0.0,0.0,0.669,0.074,0.24,0.017,0.331,33.1,0.2,1,0.0,0,1.0,2,1,8,school_zone,0.156,0.833,0.918,0.447,83.55
20.1,10.03,4.9,2.7,12.9,2,7.0,0.0,0.0,0.771,0.093,0.12,0.016,0.229,18.3,1.9,2,1.0,2,0.0,0,3,8,school_zone,0.189,0.746,0.893,0.354,87.47
16.2,5.45,12.8,3.7,6.5,3,10.5,0.0,0.0,0.713,0.109,0.166,0.012,0.287,44.9,1.8,0,1.0,2,1.0,2,1,8,school_zone,0.276,0.801,0.929,0.392,100.0
6.3,3.1,4.2,1.5,7.1,2,7.0,0.0,0.0,0.649,0.18,0.141,0.029,0.351,28.7,1.1,3,1.0,3,0.0,0,2,8,school_zone,0.245,0.764,0.893,0.401,75.97
33.4,11.08,14.0,6.6,7.7,3,10.5,0.0,0.0,0.713,0.099,0.14,0.048,0.287,21.4,3.3,1,1.0,3,0.0,0,4,8,school_zone,0.116,0.661,0.888,0.478,100.0
9.8,3.19,4.7,3.1,10.0,3,10.5,0.0,0.0,0.613,0.177,0.172,0.037,0.387,64.5,1.7,0,0.2,1,0.5,1,0,8,school_zone,0.189,0.823,0.923,0.394,87.58
3.7,1.24,0.8,0.6,12.2,3,10.5,0.0,0.0,0.68,0.108,0.187,0.025,0.32,53.1,0.4,3,0.0,0,0.0,0,4,8,school_zone,0.096,0.817,0.919,0.328,51.92
15.8,15.49,7.6,1.9,9.9,1,3.5,0.0,0.0,0.652,0.191,0.121,0.036,0.348,26.1,3.0,3,1.0,2,0.0,0,2,8,school_zone,0.144,0.719,0.957,0.395,100.0
23.6,7.58,7.3,7.5,10.5,3,10.5,0.0,0.0,0.565,0.149,0.239,0.047,0.435,23.9,3.4,2,1.0,2,0.5,1,4,8,school_zone,0.089,0.787,0.96,0.441,100.0
4.4,2.23,1.7,1.2,10.9,2,7.0,0.0,0.0,0.622,0.145,0.184,0.048,0.378,41.9,0.6,1,0.2,1,0.5,1,2,8,school_zone,0.182,0.831,0.78,0.319,79.0
5.6,1.78,2.5,1.4,13.8,3,10.5,0.0,0.0,0.63,0.212,0.14,0.017,0.37,34.1,1.1,1,1.0,2,0.0,0,1,8,school_zone,0.193,0.719,0.811,0.346,53.02
7.6,2.52,3.9,1.8,7.9,3,10.5,0.0,0.0,0.632,0.154,0.204,0.011,0.368,18.3,1.2,1,1.0,2,0.0,0,4,8,school_zone,0.214,0.705,1.0,0.37,58.7
2.3,0.82,0.5,0.5,18.5,3,10.5,0.0,0.0,0.616,0.133,0.233,0.018,0.384,18.2,0.3,3,0.0,0,0.0,0,2,8,school_zone,0.212,0.717,0.883,0.428,41.72
19.5,10.09,21.7,6.2,4.9,2,7.0,0.0,0.0,0.692,0.081,0.204,0.023,0.308,68.8,1.6,3,1.0,2,1.0,2,0,8,school_zone,0.12,0.807,0.936,0.595,100.0
31.8,30.04,16.5,4.9,10.2,1,3.5,0.0,0.0,0.604,0.107,0.254,0.035,0.396,54.9,3.2,1,1.0,2,0.0,0,0,8,school_zone,0.199,0.67,0.924,0.428,100.0
30.3,29.78,10.7,6.5,10.9,1,3.5,0.0,0.0,0.639,0.167,0.154,0.041,0.361,53.7,5.0,1,1.0,3,0.0,0,0,8,school_zone,0.211,0.78,0.819,0.397,100.0
9.1,9.35,1.5,1.4,14.7,1,3.5,0.0,0.0,0.668,0.189,0.117,0.026,0.332,34.5,1.8,3,0.2,1,0.0,0,2,8,school_zone,0.162,0.735,0.999,0.411,74.86
6.1,2.99,1.6,2.6,5.4,2,7.0,0.0,0.0,0.676,0.117,0.145,0.061,0.324,39.6,0.7,1,0.2,1,1.0,2,2,8,school_zone,0.039,0.689,0.853,0.386,100.0
11.5,11.1,5.7,1.4,7.1,1,3.5,0.0,0.0,0.605,0.164,0.197,0.034,0.395,80.1,1.8,0,0.2,1,0.5,1,0,8,school_zone,0.134,0.726,0.876,0.458,100.0
4.1,1.34,1.8,0.9,12.7,3,10.5,0.0,0.0,0.595,0.17,0.197,0.039,0.405,23.4,0.7,1,0.2,1,0.5,1,3,8,school_zone,0.155,0.637,0.907,0.368,60.0
11.8,6.07,9.3,3.1,8.6,2,7.0,0.0,0.0,0.725,0.097,0.125,0.053,0.275,41.9,1.2,0,1.0,2,0.5,1,0,8,school_zone,0.185,0.743,0.92,0.318,100.0
4.7,1.56,2.4,1.0,9.2,3,10.5,0.0,0.0,0.717,0.127,0.122,0.034,0.283,25.1,0.6,3,1.0,2,0.0,0,2,8,school_zone,0.077,0.643,0.932,0.416,61.08
19.1,6.46,12.7,1.8,6.1,3,10.5,0.0,0.0,0.692,0.139,0.128,0.042,0.308,29.6,2.7,2,1.0,2,0.0,0,3,8,school_zone,0.125,0.763,0.884,0.463,98.49
19.0,19.2,10.2,2.3,12.3,1,3.5,0.0,0.0,0.673,0.171,0.116,0.04,0.327,43.8,3.3,3,1.0,2,0.0,0,4,8,school_zone,0.055,0.793,0.879,0.444,100.0
0.9,0.29,0.1,0.1,13.6,3,10.5,0.0,0.0,0.539,0.191,0.239,0.031,0.461,29.2,0.2,1,0.0,0,0.0,0,2,8,school_zone,0.287,0.835,0.854,0.487,36.24
11.7,5.77,5.0,5.6,7.8,2,7.0,0.0,0.0,0.647,0.097,0.231,0.025,0.353,91.1,1.1,3,0.2,1,1.0,2,0,8,school_zone,0.303,0.777,0.877,0.418,100.0
0.6,0.63,0.1,0.1,14.8,1,3.5,0.0,0.0,0.689,0.067,0.211,0.032,0.311,26.5,0.0,1,0.0,0,0.0,0,2,8,school_zone,0.29,0.772,0.906,0.408,41.87
6.9,3.44,0.9,0.9,21.7,2,7.0,0.0,0.0,0.656,0.082,0.217,0.045,0.344,25.0,0.6,0,0.2,1,0.0,0,2,8,school_zone,0.146,0.778,0.858,0.413,49.43
12.5,6.22,8.7,2.7,8.8,2,7.0,0.0,0.0,0.665,0.091,0.195,0.049,0.335,60.7,1.1,1,1.0,3,0.0,0,0,8,school_zone,0.204,0.684,0.852,0.489,99.76
